"No.","Time","Source","Destination","Protocol","Length","Info"
"6207","20.629026","150.100.0.2","150.100.12.133","TCP","158","57300  >  49153 [ACK] Seq=8501 Ack=4301 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6208","20.629096","150.100.12.133","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4301 Ack=8601 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6209","20.640313","150.100.0.2","150.100.12.7","TCP","64","57300  >  49153 [ACK] Seq=9201 Ack=4601 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6210","20.642999","150.100.12.133","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4301 Ack=8601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6211","20.642999","150.100.0.2","150.100.12.133","TCP","64","57300  >  49153 [ACK] Seq=8601 Ack=4401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6212","20.643005","150.100.0.2","150.100.12.133","TCP","158","57300  >  49153 [ACK] Seq=8601 Ack=4401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6213","20.643025","150.100.0.2","150.100.12.133","TCP","158","57300  >  49153 [ACK] Seq=8701 Ack=4401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6214","20.643094","150.100.12.133","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4401 Ack=8801 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6215","20.654097","150.100.12.139","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4301 Ack=8601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6216","20.654097","150.100.0.2","150.100.12.139","TCP","158","57300  >  49153 [ACK] Seq=8601 Ack=4401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6217","20.654111","150.100.0.2","150.100.12.139","TCP","158","57300  >  49153 [ACK] Seq=8701 Ack=4401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6218","20.654181","150.100.12.139","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4401 Ack=8801 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6219","20.654775","150.100.0.2","150.100.12.12","TCP","64","57300  >  49153 [ACK] Seq=8801 Ack=4401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6220","20.665647","150.100.12.3","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4001 Ack=8001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6221","20.665647","150.100.0.2","150.100.12.3","TCP","158","57300  >  49153 [ACK] Seq=8001 Ack=4101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6222","20.665661","150.100.0.2","150.100.12.3","TCP","158","57300  >  49153 [ACK] Seq=8101 Ack=4101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6223","20.665731","150.100.12.3","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4101 Ack=8201 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6224","20.671276","150.100.0.2","150.100.12.137","TCP","64","57300  >  49153 [ACK] Seq=8201 Ack=4101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6225","20.686498","150.100.0.2","150.100.12.131","TCP","64","57300  >  49153 [ACK] Seq=7401 Ack=3701 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6226","20.693187","150.100.0.2","150.100.15.4","TCP","64","57300  >  49153 [ACK] Seq=9401 Ack=4701 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6227","20.697024","150.100.15.8","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4101 Ack=8201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6228","20.697024","150.100.0.2","150.100.15.8","TCP","158","57300  >  49153 [ACK] Seq=8201 Ack=4201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6229","20.697037","150.100.0.2","150.100.15.8","TCP","158","57300  >  49153 [ACK] Seq=8301 Ack=4201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6230","20.697144","150.100.15.8","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4201 Ack=8401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6231","20.709773","150.100.15.2","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3901 Ack=7801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6232","20.709773","150.100.0.2","150.100.15.2","TCP","158","57300  >  49153 [ACK] Seq=7801 Ack=4001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6233","20.709786","150.100.0.2","150.100.15.2","TCP","158","57300  >  49153 [ACK] Seq=7901 Ack=4001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6234","20.709885","150.100.15.2","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4001 Ack=8001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6235","20.714656","150.100.0.2","150.100.12.10","TCP","64","57300  >  49153 [ACK] Seq=9801 Ack=4901 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6236","20.716653","150.100.15.3","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4401 Ack=8801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6237","20.716653","150.100.0.2","150.100.15.3","TCP","158","57300  >  49153 [ACK] Seq=8801 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6238","20.716666","150.100.0.2","150.100.15.3","TCP","158","57300  >  49153 [ACK] Seq=8901 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6239","20.716765","150.100.15.3","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4501 Ack=9001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6240","20.722263","150.100.15.11","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3801 Ack=7601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6241","20.722263","150.100.0.2","150.100.15.11","TCP","158","57300  >  49153 [ACK] Seq=7601 Ack=3901 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6242","20.722277","150.100.0.2","150.100.15.11","TCP","158","57300  >  49153 [ACK] Seq=7701 Ack=3901 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6243","20.722389","150.100.15.11","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=3901 Ack=7801 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6244","20.726905","150.100.12.130","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3801 Ack=7601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6245","20.726905","150.100.0.2","150.100.12.130","TCP","64","57300  >  49153 [ACK] Seq=7601 Ack=3901 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6246","20.726911","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=7601 Ack=3901 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6247","20.726931","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=7701 Ack=3901 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6248","20.727005","150.100.12.130","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=3901 Ack=7801 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6249","20.733973","150.100.12.4","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3901 Ack=7801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6250","20.733973","150.100.0.2","150.100.12.4","TCP","64","57300  >  49153 [ACK] Seq=7801 Ack=4001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6251","20.733980","150.100.0.2","150.100.12.4","TCP","158","57300  >  49153 [ACK] Seq=7801 Ack=4001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6252","20.734001","150.100.0.2","150.100.12.4","TCP","158","57300  >  49153 [ACK] Seq=7901 Ack=4001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6253","20.734073","150.100.12.4","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4001 Ack=8001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6254","20.746949","150.100.12.8","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4601 Ack=9201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6255","20.746949","150.100.0.2","150.100.12.8","TCP","158","57300  >  49153 [ACK] Seq=9201 Ack=4701 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6256","20.746962","150.100.0.2","150.100.12.8","TCP","158","57300  >  49153 [ACK] Seq=9301 Ack=4701 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6257","20.747031","150.100.12.8","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4701 Ack=9401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6258","20.773274","150.100.12.138","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4401 Ack=8801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6259","20.773274","150.100.0.2","150.100.12.138","TCP","158","57300  >  49153 [ACK] Seq=8801 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6260","20.773288","150.100.0.2","150.100.12.138","TCP","158","57300  >  49153 [ACK] Seq=8901 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6261","20.773356","150.100.12.138","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4501 Ack=9001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6262","20.784758","150.100.12.136","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4401 Ack=8801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6263","20.784758","150.100.0.2","150.100.12.136","TCP","158","57300  >  49153 [ACK] Seq=8801 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6264","20.784772","150.100.0.2","150.100.12.136","TCP","158","57300  >  49153 [ACK] Seq=8901 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6265","20.784841","150.100.12.136","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4501 Ack=9001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6266","20.789949","150.100.12.6","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4201 Ack=8401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6267","20.789949","150.100.0.2","150.100.12.6","TCP","158","57300  >  49153 [ACK] Seq=8401 Ack=4301 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6268","20.789962","150.100.0.2","150.100.12.6","TCP","158","57300  >  49153 [ACK] Seq=8501 Ack=4301 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6269","20.790035","150.100.12.6","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4301 Ack=8601 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6270","20.797486","150.100.0.2","150.100.15.10","TCP","64","57300  >  49153 [ACK] Seq=8401 Ack=4201 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6271","20.800099","150.100.12.130","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3901 Ack=7801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6272","20.800099","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=7801 Ack=4001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6273","20.800112","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=7901 Ack=4001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6274","20.800180","150.100.12.130","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4001 Ack=8001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6275","20.805936","150.100.12.132","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4101 Ack=8201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6276","20.805936","150.100.0.2","150.100.12.132","TCP","158","57300  >  49153 [ACK] Seq=8201 Ack=4201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6277","20.805949","150.100.0.2","150.100.12.132","TCP","158","57300  >  49153 [ACK] Seq=8301 Ack=4201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6278","20.806019","150.100.12.132","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4201 Ack=8401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6279","20.806144","150.100.0.2","150.100.12.11","TCP","64","57300  >  49153 [ACK] Seq=8601 Ack=4301 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6280","20.810334","150.100.0.2","150.100.12.9","TCP","64","57300  >  49153 [ACK] Seq=6601 Ack=3301 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6281","20.811866","150.100.12.6","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4301 Ack=8601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6282","20.811866","150.100.0.2","150.100.12.6","TCP","64","57300  >  49153 [ACK] Seq=8601 Ack=4401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6283","20.811872","150.100.0.2","150.100.12.6","TCP","158","57300  >  49153 [ACK] Seq=8601 Ack=4401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6284","20.811895","150.100.0.2","150.100.12.6","TCP","158","57300  >  49153 [ACK] Seq=8701 Ack=4401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6285","20.811976","150.100.12.6","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4401 Ack=8801 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6286","20.814434","150.100.12.7","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4601 Ack=9201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6287","20.814434","150.100.0.2","150.100.12.7","TCP","158","57300  >  49153 [ACK] Seq=9201 Ack=4701 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6288","20.814448","150.100.0.2","150.100.12.7","TCP","158","57300  >  49153 [ACK] Seq=9301 Ack=4701 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6289","20.814516","150.100.12.7","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4701 Ack=9401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6290","20.854097","150.100.0.2","150.100.12.139","TCP","64","57300  >  49153 [ACK] Seq=8801 Ack=4401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6291","20.865647","150.100.0.2","150.100.12.3","TCP","64","57300  >  49153 [ACK] Seq=8201 Ack=4101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6292","20.875635","150.100.15.9","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3701 Ack=7401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6293","20.875635","150.100.0.2","150.100.15.9","TCP","158","57300  >  49153 [ACK] Seq=7401 Ack=3801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6294","20.875649","150.100.0.2","150.100.15.9","TCP","158","57300  >  49153 [ACK] Seq=7501 Ack=3801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6295","20.875748","150.100.15.9","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=3801 Ack=7601 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6296","20.880220","150.100.15.9","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3801 Ack=7601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6297","20.880220","150.100.0.2","150.100.15.9","TCP","64","57300  >  49153 [ACK] Seq=7601 Ack=3901 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6298","20.880226","150.100.0.2","150.100.15.9","TCP","158","57300  >  49153 [ACK] Seq=7601 Ack=3901 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6299","20.880248","150.100.0.2","150.100.15.9","TCP","158","57300  >  49153 [ACK] Seq=7701 Ack=3901 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6300","20.880348","150.100.15.9","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=3901 Ack=7801 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6301","20.884163","150.100.15.6","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4101 Ack=8201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6302","20.884163","150.100.0.2","150.100.15.6","TCP","158","57300  >  49153 [ACK] Seq=8201 Ack=4201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6303","20.884176","150.100.0.2","150.100.15.6","TCP","158","57300  >  49153 [ACK] Seq=8301 Ack=4201 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6304","20.884284","150.100.15.6","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4201 Ack=8401 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6305","20.893726","150.100.15.10","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4201 Ack=8401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6306","20.893726","150.100.0.2","150.100.15.10","TCP","158","57300  >  49153 [ACK] Seq=8401 Ack=4301 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6307","20.893740","150.100.0.2","150.100.15.10","TCP","158","57300  >  49153 [ACK] Seq=8501 Ack=4301 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6308","20.893839","150.100.15.10","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4301 Ack=8601 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6309","20.895528","150.100.12.134","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4501 Ack=9001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6310","20.895528","150.100.0.2","150.100.12.134","TCP","158","57300  >  49153 [ACK] Seq=9001 Ack=4601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6311","20.895542","150.100.0.2","150.100.12.134","TCP","158","57300  >  49153 [ACK] Seq=9101 Ack=4601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6312","20.895619","150.100.12.134","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4601 Ack=9201 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6313","20.897024","150.100.0.2","150.100.15.8","TCP","64","57300  >  49153 [ACK] Seq=8401 Ack=4201 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6314","20.909773","150.100.0.2","150.100.15.2","TCP","64","57300  >  49153 [ACK] Seq=8001 Ack=4001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6315","20.916653","150.100.0.2","150.100.15.3","TCP","64","57300  >  49153 [ACK] Seq=9001 Ack=4501 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6316","20.922263","150.100.0.2","150.100.15.11","TCP","64","57300  >  49153 [ACK] Seq=7801 Ack=3901 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6317","20.946080","150.100.12.9","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3301 Ack=6601 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6318","20.946080","150.100.0.2","150.100.12.9","TCP","158","57300  >  49153 [ACK] Seq=6601 Ack=3401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6319","20.946093","150.100.0.2","150.100.12.9","TCP","158","57300  >  49153 [ACK] Seq=6701 Ack=3401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6320","20.946171","150.100.12.9","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=3401 Ack=6801 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6321","20.946949","150.100.0.2","150.100.12.8","TCP","64","57300  >  49153 [ACK] Seq=9401 Ack=4701 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6322","20.966280","150.100.15.7","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4401 Ack=8801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6323","20.966280","150.100.0.2","150.100.15.7","TCP","158","57300  >  49153 [ACK] Seq=8801 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6324","20.966294","150.100.0.2","150.100.15.7","TCP","158","57300  >  49153 [ACK] Seq=8901 Ack=4501 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6325","20.966393","150.100.15.7","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4501 Ack=9001 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6326","20.973274","150.100.0.2","150.100.12.138","TCP","64","57300  >  49153 [ACK] Seq=9001 Ack=4501 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6327","20.975306","150.100.12.130","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4001 Ack=8001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6328","20.975306","150.100.0.2","150.100.12.130","TCP","64","57300  >  49153 [ACK] Seq=8001 Ack=4101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6329","20.975312","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=8001 Ack=4101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6330","20.975332","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=8101 Ack=4101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6331","20.975401","150.100.12.130","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4101 Ack=8201 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6332","20.984758","150.100.0.2","150.100.12.136","TCP","64","57300  >  49153 [ACK] Seq=9001 Ack=4501 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6333","20.996683","150.100.12.132","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4201 Ack=8401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6334","20.996683","150.100.0.2","150.100.12.132","TCP","64","57300  >  49153 [ACK] Seq=8401 Ack=4301 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6335","20.996689","150.100.0.2","150.100.12.132","TCP","158","57300  >  49153 [ACK] Seq=8401 Ack=4301 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6336","20.996711","150.100.0.2","150.100.12.132","TCP","158","57300  >  49153 [ACK] Seq=8501 Ack=4301 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6337","20.996779","150.100.12.132","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4301 Ack=8601 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6338","21.002354","150.100.12.4","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=4001 Ack=8001 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6339","21.002354","150.100.0.2","150.100.12.4","TCP","158","57300  >  49153 [ACK] Seq=8001 Ack=4101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6340","21.002367","150.100.0.2","150.100.12.4","TCP","158","57300  >  49153 [ACK] Seq=8101 Ack=4101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6341","21.002436","150.100.12.4","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=4101 Ack=8201 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6342","21.014434","150.100.0.2","150.100.12.7","TCP","64","57300  >  49153 [ACK] Seq=9401 Ack=4701 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6343","21.018528","150.100.12.131","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=3701 Ack=7401 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6344","21.018528","150.100.0.2","150.100.12.131","TCP","158","57300  >  49153 [ACK] Seq=7401 Ack=3801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6345","21.018542","150.100.0.2","150.100.12.131","TCP","158","57300  >  49153 [ACK] Seq=7501 Ack=3801 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
