"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","00:00:00_00:00:03","Broadcast","ARP","64","Who has 150.100.0.2? Tell 150.100.0.3 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"2","0.000000","00:00:00_00:00:02","00:00:00_00:00:03","ARP","64","150.100.0.2 is at 00:00:00:00:00:02 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"3","0.000026","150.100.12.3","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"4","0.000026","00:00:00_00:00:02","Broadcast","ARP","64","Who has 150.100.0.3? Tell 150.100.0.2 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"5","0.000037","150.100.15.2","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"6","0.000077","150.100.15.6","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"7","0.000089","00:00:00_00:00:03","00:00:00_00:00:02","ARP","64","150.100.0.3 is at 00:00:00:00:00:03 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"8","0.000089","150.100.0.2","150.100.12.3","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"9","0.000096","150.100.0.2","150.100.15.2","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"10","0.000116","150.100.12.5","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"11","0.000125","150.100.0.2","150.100.15.6","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"12","0.000138","150.100.0.2","150.100.12.5","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"13","0.000174","150.100.12.3","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"14","0.000205","150.100.12.3","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"15","0.000205","150.100.0.2","150.100.12.3","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"16","0.000211","150.100.0.2","150.100.12.3","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"17","0.000231","150.100.0.2","150.100.12.3","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"18","0.000305","150.100.15.4","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"19","0.000305","150.100.0.2","150.100.15.4","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"20","0.000330","150.100.15.5","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"21","0.000330","150.100.0.2","150.100.15.5","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"22","0.000355","150.100.12.4","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"23","0.000355","150.100.0.2","150.100.12.4","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"24","0.000385","150.100.12.7","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"25","0.000385","150.100.0.2","150.100.12.7","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"26","0.000434","150.100.12.130","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"27","0.000434","150.100.0.2","150.100.12.130","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"28","0.000461","150.100.15.8","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"29","0.000461","150.100.0.2","150.100.15.8","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"30","0.000489","150.100.12.131","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"31","0.000489","150.100.0.2","150.100.12.131","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"32","0.000514","150.100.12.3","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=101 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"33","0.000564","150.100.12.137","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"34","0.000564","150.100.0.2","150.100.12.137","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"35","0.000597","150.100.12.5","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"36","0.000628","150.100.12.138","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"37","0.000628","150.100.0.2","150.100.12.138","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"38","0.000652","150.100.12.132","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"39","0.000652","150.100.0.2","150.100.12.132","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"40","0.000676","150.100.12.134","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"41","0.000676","150.100.0.2","150.100.12.134","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"42","0.000709","150.100.12.10","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"43","0.000709","150.100.0.2","150.100.12.10","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"44","0.000759","150.100.15.11","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"45","0.000759","150.100.0.2","150.100.15.11","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"46","0.000788","150.100.12.136","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"47","0.000788","150.100.0.2","150.100.12.136","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"48","0.000820","150.100.15.3","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"49","0.000820","150.100.0.2","150.100.15.3","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"50","0.000847","150.100.15.7","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"51","0.000847","150.100.0.2","150.100.15.7","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"52","0.000874","150.100.15.9","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"53","0.000874","150.100.0.2","150.100.15.9","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"54","0.000914","150.100.12.5","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"55","0.000914","150.100.0.2","150.100.12.5","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"56","0.000920","150.100.0.2","150.100.12.5","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"57","0.000942","150.100.0.2","150.100.12.5","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"58","0.001075","150.100.12.9","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"59","0.001075","150.100.0.2","150.100.12.9","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"60","0.001112","150.100.12.133","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"61","0.001112","150.100.0.2","150.100.12.133","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"62","0.001155","150.100.12.139","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"63","0.001155","150.100.0.2","150.100.12.139","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"64","0.001201","150.100.12.7","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"65","0.001233","150.100.12.7","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"66","0.001233","150.100.0.2","150.100.12.7","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"67","0.001239","150.100.0.2","150.100.12.7","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"68","0.001268","150.100.15.10","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"69","0.001282","150.100.12.135","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"70","0.001296","150.100.15.6","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"71","0.001316","150.100.15.6","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"72","0.001329","150.100.15.4","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"73","0.001345","150.100.12.130","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"74","0.001366","150.100.15.4","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"75","0.001385","150.100.12.130","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"76","0.001401","150.100.15.5","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"77","0.001415","150.100.12.131","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"78","0.001435","150.100.12.131","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"79","0.001480","150.100.15.5","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"80","0.001499","150.100.15.2","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"81","0.001513","150.100.12.137","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"82","0.001541","150.100.15.2","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"83","0.001564","150.100.0.2","150.100.12.7","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"84","0.001583","150.100.0.2","150.100.15.10","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"85","0.001596","150.100.0.2","150.100.12.135","TCP","64","57300  >  49153 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"86","0.001612","150.100.0.2","150.100.15.6","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"87","0.001626","150.100.0.2","150.100.15.6","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"88","0.001653","150.100.12.137","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"89","0.001668","150.100.15.8","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"90","0.001699","150.100.15.8","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"91","0.001720","150.100.12.138","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"92","0.001746","150.100.12.138","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"93","0.001758","150.100.12.132","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"94","0.001775","150.100.12.134","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"95","0.001794","150.100.12.134","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"96","0.001810","150.100.0.2","150.100.15.6","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"97","0.001830","150.100.0.2","150.100.15.4","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"98","0.001843","150.100.0.2","150.100.15.4","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"99","0.001864","150.100.0.2","150.100.15.4","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"100","0.001895","150.100.0.2","150.100.12.130","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"101","0.001915","150.100.12.8","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"102","0.001945","150.100.12.132","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"103","0.001957","150.100.15.11","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"104","0.001984","150.100.15.11","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"105","0.001997","150.100.12.136","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"106","0.002023","150.100.12.136","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"107","0.002038","150.100.12.133","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"108","0.002059","150.100.12.133","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"109","0.002081","150.100.12.139","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"110","0.002095","150.100.12.5","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=101 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"111","0.002101","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"112","0.002127","150.100.12.139","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"113","0.002139","150.100.12.6","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"114","0.002155","150.100.12.10","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"115","0.002176","150.100.12.10","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"116","0.002198","150.100.12.135","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"117","0.002213","150.100.0.2","150.100.12.130","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"118","0.002232","150.100.0.2","150.100.12.131","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"119","0.002244","150.100.0.2","150.100.12.131","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"120","0.002269","150.100.0.2","150.100.12.131","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"121","0.002298","150.100.12.135","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"122","0.002311","150.100.12.12","150.100.0.2","TCP","64","49153  >  57300 [SYN] Seq=0 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"123","0.002323","150.100.12.7","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=101 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"124","0.002336","150.100.12.9","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"125","0.002351","150.100.12.130","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=101 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"126","0.002367","150.100.12.131","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=101 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"127","0.002398","150.100.12.9","150.100.0.2","TCP","158","49153  >  57300 [ACK] Seq=1 Ack=1 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"128","0.002449","150.100.0.2","150.100.15.5","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"129","0.002472","150.100.0.2","150.100.15.5","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"130","0.002497","150.100.0.2","150.100.15.5","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"131","0.002517","150.100.0.2","150.100.15.2","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"132","0.002532","150.100.0.2","150.100.15.2","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"133","0.002570","150.100.0.2","150.100.15.2","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"134","0.002591","150.100.0.2","150.100.12.137","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"135","0.002605","150.100.0.2","150.100.12.137","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"136","0.002632","150.100.0.2","150.100.12.137","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"137","0.002656","150.100.0.2","150.100.15.8","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"138","0.002668","150.100.0.2","150.100.15.8","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"139","0.002685","150.100.12.137","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=101 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"140","0.002710","150.100.0.2","150.100.15.8","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"141","0.002743","150.100.0.2","150.100.12.138","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"142","0.002755","150.100.0.2","150.100.12.138","TCP","158","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"143","0.002776","150.100.0.2","150.100.12.138","TCP","158","57300  >  49153 [ACK] Seq=101 Ack=101 Win=65535 Len=100 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"144","0.002805","150.100.0.2","150.100.12.134","TCP","64","57300  >  49153 [ACK] Seq=1 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
"145","0.002825","150.100.12.138","150.100.0.2","TCP","64","49153  >  57300 [ACK] Seq=101 Ack=101 Win=65535 Len=0 [ETHERNET FRAME CHECK SEQUENCE INCORRECT]"
